video_id,action,start,end,high_level_step_id,high_level_step_label,assignment_method,recipe_id
P05-20240426-092000,wrap(rubber),52.02,59.58,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,put(rest),59.68,64.31,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,put(raisin),64.41,65.44,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,take(nut),65.54,66.98,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,press(scale),67.08,68.78,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,pour(corn),68.88,72.74,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,squeeze(package),72.49,79.3,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,pull(food),78.3,79.55,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,shake(corn),79.84,80.92,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,put(nut),81.02,82.58,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,turn-off(scale),83.41,85.41,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,take(spoon),85.51,86.78999999999999,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,put(bowl),86.85,87.73,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,take(scale),87.83,88.95,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,open(drawer),90.38,91.5,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,put(scale),91.6,91.94,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,close(drawer),91.95,92.64,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,close(cupboard),94.81,96.19,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,take(plate),96.4,97.83,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
