participant,action,verb,noun
P07,unroll(towel),unroll,towel
P07,unscrew(cap),unscrew,cap
P07,unscrew(lid),unscrew,lid
P07,unwrap(package),unwrap,package
P07,use(knife),use,knife
P07,wait(blender),wait,blender
P07,wait(kettle),wait,kettle
P07,wash(air),wash,air
P07,wash(basket),wash,basket
P07,wash(board:chopping),wash,board:chopping
P07,wash(bottle),wash,bottle
P07,wash(bowl),wash,bowl
P07,wash(box),wash,box
P07,wash(breadcrumb),wash,breadcrumb
P07,wash(brush),wash,brush
P07,wash(can),wash,can
P07,wash(chair),wash,chair
P07,wash(cloth),wash,cloth
P07,wash(clothes),wash,clothes
P07,wash(coffee),wash,coffee
P07,wash(container),wash,container
P07,wash(cupboard),wash,cupboard
P07,wash(dough),wash,dough
P07,wash(drawer),wash,drawer
P07,wash(fan:extractor),wash,fan:extractor
P07,wash(food),wash,food
P07,wash(glass),wash,glass
P07,wash(hand),wash,hand
P07,wash(hob),wash,hob
P07,wash(kitchen),wash,kitchen
P07,wash(knife),wash,knife
P07,wash(knob),wash,knob
P07,wash(lettuce),wash,lettuce
P07,wash(lid),wash,lid
P07,wash(liquid:washing),wash,liquid:washing
P07,wash(maker:coffee),wash,maker:coffee
P07,wash(mushroom),wash,mushroom
P07,wash(pan),wash,pan
P07,wash(potato),wash,potato
P07,wash(rubber),wash,rubber
P07,wash(rubbish),wash,rubbish
P07,wash(scale),wash,scale
P07,wash(sink),wash,sink
P07,wash(sponge),wash,sponge
P07,wash(spoon),wash,spoon
P07,wash(tomato),wash,tomato
P07,wash(tongs),wash,tongs
P07,wash(top),wash,top
P07,wash(tray),wash,tray
P07,wash(wall),wash,wall
P07,wash(water),wash,water
P07,wrap(butter),wrap,butter
P07,wrap(can),wrap,can
P07,wrap(hand),wrap,hand
P07,wrap(jar),wrap,jar
P07,wrap(package),wrap,package
P07,write(paper),write,paper
P08,add(broccoli),add,broccoli
P08,add(carrot),add,carrot
P08,add(coriander),add,coriander
P08,add(garlic),add,garlic
P08,add(mushroom),add,mushroom
P08,add(sauce),add,sauce
P08,add(spinach),add,spinach
P08,add(top),add,top
P08,adjust(bean),adjust,bean
P08,adjust(blender),adjust,blender
P08,adjust(box),adjust,box
P08,adjust(colander),adjust,colander
P08,adjust(cup),adjust,cup
P08,adjust(foil),adjust,foil
P08,adjust(hob),adjust,hob
P08,adjust(knife),adjust,knife
P08,adjust(knob),adjust,knob
P08,adjust(oven),adjust,oven
P08,adjust(package),adjust,package
P08,adjust(pan),adjust,pan
P08,adjust(pasta),adjust,pasta
P08,adjust(pot),adjust,pot
P08,adjust(salmon),adjust,salmon
P08,adjust(scale),adjust,scale
P08,adjust(sink),adjust,sink
P08,adjust(tap),adjust,tap
P08,apply(basil),apply,basil
P08,apply(chicken),apply,chicken
P08,apply(oil),apply,oil
P08,apply(salt),apply,salt
P08,attach(air),attach,air
P08,break(egg),break,egg
P08,brush(sauce),brush,sauce
P08,carry(board:chopping),carry,board:chopping
P08,carry(bowl),carry,bowl
P08,carry(box),carry,box
P08,carry(carrot),carry,carrot
P08,carry(cup),carry,cup
P08,carry(food),carry,food
P08,carry(phone),carry,phone
P08,carry(scissors),carry,scissors
P08,carry(spoon),carry,spoon
P08,check(can),check,can
P08,check(coffee),check,coffee
P08,check(fish),check,fish
P08,check(food),check,food
P08,check(garlic),check,garlic
P08,check(hand),check,hand
P08,check(meat),check,meat
P08,check(onion),check,onion
P08,check(spatula),check,spatula
P08,choose(mushroom),choose,mushroom
P08,close(bag),close,bag
P08,close(bottle),close,bottle
P08,close(can),close,can
P08,close(cupboard),close,cupboard
P08,close(dishwasher),close,dishwasher
P08,close(drawer),close,drawer
P08,close(fridge),close,fridge
P08,close(hand),close,hand
P08,close(jar),close,jar
P08,close(kitchen),close,kitchen
P08,close(oven),close,oven
P08,close(package),close,package
P08,close(rubbish),close,rubbish
P08,close(tap),close,tap
P08,close(top),close,top
P08,cook(egg),cook,egg
P08,cook(onion),cook,onion
P08,crush(bottle),crush,bottle
P08,crush(coffee),crush,coffee
P08,crush(garlic),crush,garlic
P08,crush(ginger),crush,ginger
P08,crush(pepper),crush,pepper
P08,crush(salt),crush,salt
P08,cut(avocado),cut,avocado
P08,cut(bag),cut,bag
P08,cut(bread),cut,bread
P08,cut(broccoli),cut,broccoli
P08,cut(carrot),cut,carrot
P08,cut(celery),cut,celery
P08,cut(chicken),cut,chicken
P08,cut(coriander),cut,coriander
P08,cut(cucumber),cut,cucumber
P08,cut(garlic),cut,garlic
P08,cut(hand),cut,hand
P08,cut(mushroom),cut,mushroom
P08,cut(onion),cut,onion
P08,cut(package),cut,package
P08,cut(pepper),cut,pepper
P08,cut(salad),cut,salad
P08,cut(spinach),cut,spinach
P08,cut(tomato),cut,tomato
P08,cut(top),cut,top
P08,divide(bowl),divide,bowl
P08,drop(air),drop,air
P08,drop(bag),drop,bag
P08,drop(bowl),drop,bowl
P08,drop(breadcrumb),drop,breadcrumb
P08,drop(container),drop,container
P08,drop(cup),drop,cup
P08,drop(foil),drop,foil
P08,drop(food),drop,food
P08,drop(oil),drop,oil
P08,drop(salad),drop,salad
P08,drop(spoon),drop,spoon
P08,drop(tray),drop,tray
P08,dry(bowl),dry,bowl
P08,dry(cucumber),dry,cucumber
P08,dry(hand),dry,hand
P08,dry(mushroom),dry,mushroom
P08,dry(stalk),dry,stalk
P08,dry(top),dry,top
P08,empty(board:chopping),empty,board:chopping
P08,empty(book),empty,book
P08,empty(breadcrumb),empty,breadcrumb
P08,empty(hand),empty,hand
P08,empty(jar),empty,jar
P08,empty(oil),empty,oil
P08,empty(paper),empty,paper
P08,empty(powder),empty,powder
P08,empty(rubbish),empty,rubbish
P08,empty(water),empty,water
P08,feel(pasta),feel,pasta
P08,fill(water),fill,water
P08,filter(salad),filter,salad
P08,finish(machine:washing),finish,machine:washing
P08,flatten(bag),flatten,bag
P08,flatten(foil),flatten,foil
P08,flatten(food),flatten,food
P08,flatten(package),flatten,package
P08,flatten(salad),flatten,salad
P08,flip(bag),flip,bag
P08,flip(beef),flip,beef
P08,flip(can),flip,can
P08,flip(chicken),flip,chicken
P08,flip(cucumber),flip,cucumber
P08,flip(fish),flip,fish
P08,flip(hand),flip,hand
P08,flip(package),flip,package
P08,flip(pepper),flip,pepper
P08,fold(bag),fold,bag
P08,fold(coriander),fold,coriander
P08,fold(foil),fold,foil
P08,fold(paper),fold,paper
P08,fold(top),fold,top
P08,fold(towel),fold,towel
P08,gather(breadcrumb),gather,breadcrumb
P08,gather(garlic),gather,garlic
P08,gather(pepper),gather,pepper
P08,gather(rubbish),gather,rubbish
P08,hang(towel),hang,towel
P08,hold(air),hold,air
P08,hold(bag),hold,bag
P08,hold(board:chopping),hold,board:chopping
P08,hold(bottle),hold,bottle
P08,hold(bowl),hold,bowl
P08,hold(box),hold,box
P08,hold(chicken),hold,chicken
P08,hold(cutlery),hold,cutlery
P08,hold(food),hold,food
P08,hold(package),hold,package
P08,hold(pan),hold,pan
P08,hold(phone),hold,phone
P08,hold(pot),hold,pot
P08,hold(spoon),hold,spoon
P08,hold(tap),hold,tap
P08,hold(tray),hold,tray
P08,insert(hand),insert,hand
P08,let-go(hand),let-go,hand
P08,lift(bag),lift,bag
P08,lift(bin),lift,bin
P08,lift(board:chopping),lift,board:chopping
P08,lift(bottle),lift,bottle
P08,lift(bowl),lift,bowl
P08,lift(bread),lift,bread
P08,lift(can),lift,can
P08,lift(carrot),lift,carrot
P08,lift(colander),lift,colander
P08,lift(container),lift,container
P08,lift(cutlery),lift,cutlery
P08,lift(foil),lift,foil
P08,lift(lid),lift,lid
P08,lift(oil),lift,oil
P08,lift(pan),lift,pan
P08,lift(phone),lift,phone
P08,lift(plate),lift,plate
P08,lift(pot),lift,pot
P08,lift(salad),lift,salad
P08,lift(spatula),lift,spatula
P08,lift(top),lift,top
P08,lift(tray),lift,tray
P08,look(bag),look,bag
P08,lower(water),lower,water
P08,measure(cup),measure,cup
P08,mix(beef),mix,beef
P08,mix(book),mix,book
P08,mix(bowl),mix,bowl
P08,mix(coffee),mix,coffee
P08,mix(cucumber),mix,cucumber
P08,mix(egg),mix,egg
P08,mix(food),mix,food
P08,mix(meat),mix,meat
P08,mix(onion),mix,onion
P08,mix(pasta),mix,pasta
P08,mix(recipe),mix,recipe
P08,mix(rice),mix,rice
P08,mix(salad),mix,salad
P08,mix(salt),mix,salt
P08,mix(sauce),mix,sauce
P08,mix(tomato),mix,tomato
P08,move(air),move,air
P08,move(bag),move,bag
P08,move(beef),move,beef
P08,move(board:chopping),move,board:chopping
P08,move(bottle),move,bottle
P08,move(bowl),move,bowl
P08,move(box),move,box
P08,move(bread),move,bread
P08,move(broccoli),move,broccoli
P08,move(can),move,can
P08,move(carrot),move,carrot
P08,move(celery),move,celery
P08,move(cheese),move,cheese
P08,move(cherry),move,cherry
P08,move(chicken),move,chicken
P08,move(chilli),move,chilli
P08,move(colander),move,colander
P08,move(container),move,container
P08,move(cucumber),move,cucumber
P08,move(cup),move,cup
P08,move(foil),move,foil
P08,move(food),move,food
P08,move(garlic),move,garlic
P08,move(grater),move,grater
P08,move(hand),move,hand
P08,move(hob),move,hob
P08,move(jar),move,jar
P08,move(kitchen),move,kitchen
P08,move(knife),move,knife
P08,move(lemon),move,lemon
P08,move(meat),move,meat
P08,move(mushroom),move,mushroom
P08,move(oil),move,oil
P08,move(onion),move,onion
P08,move(oven),move,oven
P08,move(package),move,package
P08,move(pan),move,pan
P08,move(paper),move,paper
P08,move(pasta),move,pasta
P08,move(peeler:potato),move,peeler:potato
P08,move(pepper),move,pepper
P08,move(phone),move,phone
P08,move(plate),move,plate
P08,move(potato),move,potato
P08,move(recipe),move,recipe
P08,move(rice),move,rice
P08,move(salad),move,salad
P08,move(salmon),move,salmon
P08,move(scale),move,scale
P08,move(scissors),move,scissors
P08,move(skin),move,skin
P08,move(spatula),move,spatula
P08,move(spice),move,spice
P08,move(spoon),move,spoon
P08,move(tomato),move,tomato
P08,move(tongs),move,tongs
P08,move(towel),move,towel
P08,move(tray),move,tray
P08,move(utensil),move,utensil
P08,move(vegetable),move,vegetable
P08,open(bag),open,bag
P08,open(bin),open,bin
P08,open(bottle),open,bottle
P08,open(can),open,can
P08,open(cap),open,cap
P08,open(container),open,container
P08,open(cupboard),open,cupboard
P08,open(dishwasher),open,dishwasher
P08,open(drawer),open,drawer
P08,open(freezer),open,freezer
P08,open(fridge),open,fridge
P08,open(hand),open,hand
P08,open(kitchen),open,kitchen
P08,open(lid),open,lid
P08,open(oven),open,oven
P08,open(package),open,package
P08,open(phone),open,phone
P08,open(rubbish),open,rubbish
P08,open(sponge),open,sponge
P08,open(tap),open,tap
P08,open(top),open,top
P08,open(wrap),open,wrap
P08,pat(beef),pat,beef
P08,pat(bowl),pat,bowl
P08,pat(container),pat,container
P08,pat(cup),pat,cup
P08,pat(finger:lady),pat,finger:lady
P08,pat(food),pat,food
P08,pat(fork),pat,fork
P08,pat(hand),pat,hand
P08,pat(kettle),pat,kettle
P08,pat(maker:coffee),pat,maker:coffee
P08,pat(oven),pat,oven
P08,pat(pan),pat,pan
P08,pat(pasta),pat,pasta
P08,pat(phone),pat,phone
P08,pat(salad),pat,salad
P08,pat(scale),pat,scale
P08,pat(shell:egg),pat,shell:egg
P08,pat(spatula),pat,spatula
P08,pat(spoon),pat,spoon
P08,pat(tablet),pat,tablet
P08,pat(tap),pat,tap
P08,pat(wall),pat,wall
P08,peel(avocado),peel,avocado
P08,peel(bag),peel,bag
P08,peel(bar),peel,bar
P08,peel(box),peel,box
P08,peel(carrot),peel,carrot
P08,peel(clothes),peel,clothes
P08,peel(container),peel,container
P08,peel(cucumber),peel,cucumber
P08,peel(garlic),peel,garlic
P08,peel(label),peel,label
P08,peel(mushroom),peel,mushroom
P08,peel(onion),peel,onion
P08,peel(package),peel,package
P08,peel(pepper),peel,pepper
P08,peel(top),peel,top
P08,peel(towel),peel,towel
P08,peel(wrap),peel,wrap
P08,peel(wrap:plastic),peel,wrap:plastic
P08,pour(bag),pour,bag
P08,pour(bean),pour,bean
P08,pour(bottle),pour,bottle
P08,pour(bowl),pour,bowl
P08,pour(broccoli),pour,broccoli
P08,pour(cheese),pour,cheese
P08,pour(coffee),pour,coffee
P08,pour(cup),pour,cup
P08,pour(hand),pour,hand
P08,pour(oil),pour,oil
P08,pour(pasta),pour,pasta
P08,pour(rice),pour,rice
P08,pour(sauce),pour,sauce
P08,pour(tuna),pour,tuna
P08,pour(vinegar),pour,vinegar
P08,pour(water),pour,water
P08,press(coffee),press,coffee
P08,press(cucumber),press,cucumber
P08,press(foil),press,foil
P08,press(fork),press,fork
P08,press(garlic),press,garlic
P08,press(hand),press,hand
P08,press(jar),press,jar
P08,press(knife),press,knife
P08,press(maker:coffee),press,maker:coffee
P08,press(meat),press,meat
P08,press(oven),press,oven
P08,press(scale),press,scale
P08,press(top),press,top
P08,press(tray),press,tray
P08,pull(air),pull,air
P08,pull(bag),pull,bag
P08,pull(bottle),pull,bottle
P08,pull(bowl),pull,bowl
P08,pull(can),pull,can
P08,pull(carrot),pull,carrot
P08,pull(chicken),pull,chicken
P08,pull(container),pull,container
P08,pull(cup),pull,cup
P08,pull(cupboard),pull,cupboard
P08,pull(drawer),pull,drawer
P08,pull(foil),pull,foil
P08,pull(garlic),pull,garlic
P08,pull(kettle),pull,kettle
P08,pull(knife),pull,knife
P08,pull(mushroom),pull,mushroom
P08,pull(oven),pull,oven
P08,pull(package),pull,package
P08,pull(paper),pull,paper
P08,pull(pasta),pull,pasta
P08,pull(pepper),pull,pepper
P08,pull(phone),pull,phone
P08,pull(plate),pull,plate
P08,pull(pot),pull,pot
P08,pull(salad),pull,salad
P08,pull(scale),pull,scale
P08,pull(scissors),pull,scissors
P08,pull(shell:egg),pull,shell:egg
P08,pull(sponge),pull,sponge
P08,pull(spoon),pull,spoon
P08,pull(tomato),pull,tomato
P08,pull(tray),pull,tray
P08,put(air),put,air
P08,put(avocado),put,avocado
P08,put(bag),put,bag
P08,put(bean),put,bean
P08,put(beef),put,beef
P08,put(board:chopping),put,board:chopping
P08,put(bottle),put,bottle
P08,put(bowl),put,bowl
P08,put(box),put,box
P08,put(bread),put,bread
P08,put(broccoli),put,broccoli
P08,put(brush),put,brush
P08,put(camera),put,camera
P08,put(can),put,can
P08,put(cap),put,cap
P08,put(carrot),put,carrot
P08,put(celery),put,celery
P08,put(cherry),put,cherry
P08,put(chicken),put,chicken
P08,put(chilli),put,chilli
P08,put(clip),put,clip
P08,put(cloth),put,cloth
P08,put(cocktail),put,cocktail
P08,put(coffee),put,coffee
P08,put(colander),put,colander
P08,put(container),put,container
P08,put(coriander),put,coriander
P08,put(cucumber),put,cucumber
P08,put(cup),put,cup
P08,put(cutlery),put,cutlery
P08,put(dough),put,dough
P08,put(egg),put,egg
P08,put(fish),put,fish
P08,put(foil),put,foil
P08,put(food),put,food
P08,put(fork),put,fork
P08,put(freezer),put,freezer
P08,put(garlic),put,garlic
P08,put(ginger),put,ginger
P08,put(glass),put,glass
P08,put(grater),put,grater
P08,put(hand),put,hand
P08,put(jar),put,jar
P08,put(kettle),put,kettle
P08,put(knife),put,knife
P08,put(label),put,label
P08,put(lemon),put,lemon
P08,put(lid),put,lid
P08,put(liquid:washing),put,liquid:washing
P08,put(machine:washing),put,machine:washing
P08,put(mushroom),put,mushroom
P08,put(oil),put,oil
P08,put(onion),put,onion
P08,put(oven),put,oven
P08,put(package),put,package
P08,put(pan),put,pan
P08,put(paper),put,paper
P08,put(pasta),put,pasta
P08,put(peeler:potato),put,peeler:potato
P08,put(pen),put,pen
P08,put(pepper),put,pepper
P08,put(phone),put,phone
P08,put(plate),put,plate
P08,put(pot),put,pot
P08,put(potato),put,potato
P08,put(presser),put,presser
P08,put(rice),put,rice
P08,put(rubbish),put,rubbish
P08,put(salad),put,salad
P08,put(salmon),put,salmon
P08,put(salt),put,salt
P08,put(sauce),put,sauce
P08,put(scale),put,scale
P08,put(scissors),put,scissors
P08,put(shell:egg),put,shell:egg
P08,put(spatula),put,spatula
P08,put(spice),put,spice
P08,put(spinach),put,spinach
P08,put(sponge),put,sponge
P08,put(spoon),put,spoon
P08,put(stalk),put,stalk
P08,put(stock),put,stock
P08,put(tomato),put,tomato
P08,put(tongs),put,tongs
P08,put(top),put,top
P08,put(towel),put,towel
P08,put(tray),put,tray
P08,put(water),put,water
P08,put(wrap),put,wrap
P08,reach(fridge),reach,fridge
P08,reach(hand),reach,hand
P08,reach(kitchen),reach,kitchen
P08,reach(top),reach,top
P08,remove(air),remove,air
P08,remove(bottle),remove,bottle
P08,remove(cap),remove,cap
P08,remove(foil),remove,foil
P08,remove(garlic),remove,garlic
P08,remove(kettle),remove,kettle
P08,remove(lid),remove,lid
P08,remove(liquid:washing),remove,liquid:washing
P08,remove(machine:washing),remove,machine:washing
P08,remove(mushroom),remove,mushroom
P08,remove(oil),remove,oil
P08,remove(oven),remove,oven
P08,remove(package),remove,package
P08,remove(pepper),remove,pepper
P08,remove(pot),remove,pot
P08,remove(sink),remove,sink
P08,remove(stalk),remove,stalk
P08,remove(top),remove,top
P08,rip(bag),rip,bag
P08,rip(foil),rip,foil
P08,rip(paper),rip,paper
P08,rip(pepper),rip,pepper
P08,rip(stalk),rip,stalk
P08,roll(spinach),roll,spinach
P08,rub(celery),rub,celery
P08,rub(hand),rub,hand
P08,rub(knife),rub,knife
P08,scan(bar),scan,bar
P08,scan(coriander),scan,coriander
P08,scoop(avocado),scoop,avocado
P08,scoop(bean),scoop,bean
P08,scoop(bowl),scoop,bowl
P08,scoop(broccoli),scoop,broccoli
P08,scoop(cheese),scoop,cheese
P08,scoop(coffee),scoop,coffee
P08,scoop(coriander),scoop,coriander
P08,scoop(cucumber),scoop,cucumber
P08,scoop(food),scoop,food
P08,scoop(garlic),scoop,garlic
P08,scoop(ginger),scoop,ginger
P08,scoop(hand),scoop,hand
P08,scoop(jar),scoop,jar
P08,scoop(mushroom),scoop,mushroom
P08,scoop(onion),scoop,onion
P08,scoop(pasta),scoop,pasta
P08,scoop(pepper),scoop,pepper
P08,scoop(rest),scoop,rest
P08,scoop(rice),scoop,rice
P08,scoop(rubbish),scoop,rubbish
P08,scoop(salad),scoop,salad
P08,scoop(salt),scoop,salt
P08,scoop(sink),scoop,sink
P08,scoop(skin),scoop,skin
P08,scoop(spice),scoop,spice
P08,scoop(spinach),scoop,spinach
P08,scrape(bean),scrape,bean
P08,scrape(board:chopping),scrape,board:chopping
P08,scrape(bottle),scrape,bottle
P08,scrape(broccoli),scrape,broccoli
P08,scrape(carrot),scrape,carrot
P08,scrape(celery),scrape,celery
P08,scrape(cherry),scrape,cherry
P08,scrape(container),scrape,container
P08,scrape(coriander),scrape,coriander
P08,scrape(egg),scrape,egg
P08,scrape(food),scrape,food
P08,scrape(garlic),scrape,garlic
P08,scrape(hand),scrape,hand
P08,scrape(knife),scrape,knife
P08,scrape(mushroom),scrape,mushroom
P08,scrape(onion),scrape,onion
P08,scrape(pan),scrape,pan
P08,scrape(pepper),scrape,pepper
P08,scrape(rice),scrape,rice
P08,scrape(salad),scrape,salad
P08,scrape(seed),scrape,seed
P08,scrape(spatula),scrape,spatula
P08,scrape(spinach),scrape,spinach
P08,scrape(top),scrape,top
P08,scrape(vegetable),scrape,vegetable
P08,screw(bottle),screw,bottle
P08,screw(can),screw,can
P08,screw(cap),screw,cap
P08,screw(cup),screw,cup
P08,screw(garlic),screw,garlic
P08,screw(maker:coffee),screw,maker:coffee
P08,screw(rest),screw,rest
P08,screw(scale),screw,scale
P08,screw(top),screw,top
P08,scrub(pan),scrub,pan
P08,scrub(sponge),scrub,sponge
P08,search(hand),search,hand
P08,search(phone),search,phone
P08,search(plug),search,plug
P08,search(pot),search,pot
P08,search(rack:drying),search,rack:drying
P08,search(salad),search,salad
P08,season(chicken),season,chicken
P08,serve(scale),serve,scale
P08,shake(bag),shake,bag
P08,shake(bottle),shake,bottle
P08,shake(bowl),shake,bowl
P08,shake(can),shake,can
P08,shake(colander),shake,colander
P08,shake(cup),shake,cup
P08,shake(pan),shake,pan
P08,shake(pepper),shake,pepper
P08,shake(pot),shake,pot
P08,shake(salad),shake,salad
P08,shake(salt),shake,salt
P08,shake(tray),shake,tray
P08,slide(bag),slide,bag
P08,slide(board:chopping),slide,board:chopping
P08,slide(box),slide,box
P08,slide(can),slide,can
P08,slide(carrot),slide,carrot
P08,slide(celery),slide,celery
P08,slide(chilli),slide,chilli
P08,slide(cucumber),slide,cucumber
P08,slide(foil),slide,foil
P08,slide(food),slide,food
P08,slide(garlic),slide,garlic
P08,slide(knife),slide,knife
P08,slide(pepper),slide,pepper
P08,slide(phone),slide,phone
P08,slide(scissors),slide,scissors
P08,slide(top),slide,top
P08,smell(pasta),smell,pasta
P08,sort(box),sort,box
P08,sort(cup),sort,cup
P08,sort(garlic),sort,garlic
P08,sort(pepper),sort,pepper
P08,sort(phone),sort,phone
P08,spray(bottle),spray,bottle
P08,spray(top),spray,top
P08,sprinkle(coriander),sprinkle,coriander
P08,sprinkle(garlic),sprinkle,garlic
P08,sprinkle(oregano),sprinkle,oregano
P08,sprinkle(salt),sprinkle,salt
P08,sprinkle(spice),sprinkle,spice
P08,squeeze(avocado),squeeze,avocado
P08,squeeze(bag),squeeze,bag
P08,squeeze(board:chopping),squeeze,board:chopping
P08,squeeze(bottle),squeeze,bottle
P08,squeeze(bowl),squeeze,bowl
P08,squeeze(bread),squeeze,bread
P08,squeeze(broccoli),squeeze,broccoli
P08,squeeze(carrot),squeeze,carrot
P08,squeeze(celery),squeeze,celery
P08,squeeze(cherry),squeeze,cherry
P08,squeeze(chicken),squeeze,chicken
P08,squeeze(chilli),squeeze,chilli
P08,squeeze(cloth),squeeze,cloth
P08,squeeze(container),squeeze,container
P08,squeeze(coriander),squeeze,coriander
P08,squeeze(cucumber),squeeze,cucumber
P08,squeeze(cup),squeeze,cup
P08,squeeze(fish),squeeze,fish
P08,squeeze(food),squeeze,food
P08,squeeze(garlic),squeeze,garlic
P08,squeeze(ginger),squeeze,ginger
P08,squeeze(hand),squeeze,hand
P08,squeeze(knife),squeeze,knife
P08,squeeze(lemon),squeeze,lemon
P08,squeeze(mushroom),squeeze,mushroom
P08,squeeze(onion),squeeze,onion
P08,squeeze(oregano),squeeze,oregano
P08,squeeze(package),squeeze,package
P08,squeeze(pan),squeeze,pan
P08,squeeze(pepper),squeeze,pepper
P08,squeeze(phone),squeeze,phone
P08,squeeze(plate),squeeze,plate
P08,squeeze(salmon),squeeze,salmon
P08,squeeze(sponge),squeeze,sponge
P08,squeeze(stalk),squeeze,stalk
P08,squeeze(tomato),squeeze,tomato
P08,squeeze(tongs),squeeze,tongs
P08,squeeze(tray),squeeze,tray
P08,switch(bag),switch,bag
P08,switch(celery),switch,celery
P08,switch(container),switch,container
P08,switch(hand),switch,hand
P08,switch(knife),switch,knife
P08,take(air),take,air
P08,take(avocado),take,avocado
P08,take(bag),take,bag
P08,take(basil),take,basil
P08,take(bean),take,bean
P08,take(beef),take,beef
P08,take(blender),take,blender
P08,take(board:chopping),take,board:chopping
P08,take(bottle),take,bottle
P08,take(bowl),take,bowl
P08,take(box),take,box
P08,take(bread),take,bread
P08,take(broccoli),take,broccoli
P08,take(brush),take,brush
P08,take(cake),take,cake
P08,take(can),take,can
P08,take(cap),take,cap
P08,take(carrot),take,carrot
P08,take(celery),take,celery
P08,take(cheese),take,cheese
P08,take(cherry),take,cherry
P08,take(chicken),take,chicken
P08,take(chilli),take,chilli
P08,take(clip),take,clip
P08,take(cloth),take,cloth
P08,take(clothes),take,clothes
P08,take(colander),take,colander
P08,take(container),take,container
P08,take(coriander),take,coriander
P08,take(cucumber),take,cucumber
P08,take(cup),take,cup
P08,take(cupboard),take,cupboard
P08,take(drawer),take,drawer
P08,take(egg),take,egg
P08,take(fish),take,fish
P08,take(foil),take,foil
P08,take(food),take,food
P08,take(fork),take,fork
P08,take(garlic),take,garlic
P08,take(ginger),take,ginger
P08,take(glass),take,glass
P08,take(grater),take,grater
P08,take(hand),take,hand
P08,take(handle),take,handle
P08,take(jar),take,jar
P08,take(kettle),take,kettle
P08,take(knife),take,knife
P08,take(lemon),take,lemon
P08,take(lettuce),take,lettuce
P08,take(lid),take,lid
P08,take(liquid:washing),take,liquid:washing
P08,take(maker:coffee),take,maker:coffee
P08,take(mushroom),take,mushroom
P08,take(oil),take,oil
P08,take(onion),take,onion
P08,take(oregano),take,oregano
P08,take(oven),take,oven
P08,take(package),take,package
P08,take(pan),take,pan
P08,take(paper),take,paper
P08,take(pasta),take,pasta
P08,take(peeler:potato),take,peeler:potato
P08,take(pepper),take,pepper
P08,take(phone),take,phone
P08,take(plate),take,plate
P08,take(plug),take,plug
P08,take(pot),take,pot
P08,take(power),take,power
P08,take(recipe),take,recipe
P08,take(rice),take,rice
P08,take(rubbish),take,rubbish
P08,take(salad),take,salad
P08,take(salmon),take,salmon
P08,take(salt),take,salt
P08,take(sauce),take,sauce
P08,take(scale),take,scale
P08,take(scissors),take,scissors
P08,take(shell:egg),take,shell:egg
P08,take(skin),take,skin
P08,take(spatula),take,spatula
P08,take(spice),take,spice
P08,take(spinach),take,spinach
P08,take(sponge),take,sponge
P08,take(spoon),take,spoon
P08,take(squash),take,squash
P08,take(stalk),take,stalk
P08,take(tea),take,tea
P08,take(tomato),take,tomato
P08,take(tongs),take,tongs
P08,take(top),take,top
P08,take(towel),take,towel
P08,take(tray),take,tray
P08,take(utensil),take,utensil
P08,take(vegetable),take,vegetable
P08,take(water),take,water
P08,take(wrap),take,wrap
P08,throw(avocado),throw,avocado
P08,throw(bag),throw,bag
P08,throw(bin),throw,bin
P08,throw(can),throw,can
P08,throw(egg),throw,egg
P08,throw(foil),throw,foil
P08,throw(food),throw,food
P08,throw(garlic),throw,garlic
P08,throw(mushroom),throw,mushroom
P08,throw(onion),throw,onion
P08,throw(paper),throw,paper
P08,throw(phone),throw,phone
P08,throw(rubbish),throw,rubbish
P08,transition(hand),transition,hand
P08,turn(avocado),turn,avocado
P08,turn(board:chopping),turn,board:chopping
P08,turn(bottle),turn,bottle
P08,turn(bowl),turn,bowl
P08,turn(bread),turn,bread
P08,turn(can),turn,can
P08,turn(carrot),turn,carrot
P08,turn(celery),turn,celery
P08,turn(cucumber),turn,cucumber
P08,turn(hob),turn,hob
P08,turn(jar),turn,jar
P08,turn(knob),turn,knob
P08,turn(onion),turn,onion
P08,turn(oven),turn,oven
P08,turn(package),turn,package
P08,turn(pepper),turn,pepper
P08,turn(plate),turn,plate
P08,turn(scale),turn,scale
P08,turn(sink),turn,sink
P08,turn(tomato),turn,tomato
P08,turn(tongs),turn,tongs
P08,turn-down(hob),turn-down,hob
P08,turn-off(hob),turn-off,hob
P08,turn-off(machine:washing),turn-off,machine:washing
P08,turn-off(oven),turn-off,oven
P08,turn-off(scale),turn-off,scale
P08,turn-off(sink),turn-off,sink
P08,turn-off(tap),turn-off,tap
P08,turn-off(water),turn-off,water
P08,turn-on(hand),turn-on,hand
P08,turn-on(hob),turn-on,hob
P08,turn-on(kettle),turn-on,kettle
P08,turn-on(knife),turn-on,knife
P08,turn-on(knob),turn-on,knob
P08,turn-on(machine:washing),turn-on,machine:washing
P08,turn-on(phone),turn-on,phone
P08,turn-on(salad),turn-on,salad
P08,turn-on(scale),turn-on,scale
P08,turn-on(sink),turn-on,sink
P08,turn-on(tap),turn-on,tap
P08,turn-on(water),turn-on,water
P08,unscrew(bottle),unscrew,bottle
P08,unscrew(cap),unscrew,cap
P08,unscrew(cup),unscrew,cup
P08,unscrew(oil),unscrew,oil
P08,unscrew(salt),unscrew,salt
P08,use(hand),use,hand
P08,use(phone),use,phone
P08,wait(food),wait,food
